engine_id,cycle,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,health_score,machine_status,sensor_11_rolling_mean,sensor_11_change,sensor_9_rolling_mean,sensor_9_change,sensor_4_rolling_mean,sensor_4_change,sensor_12_rolling_mean,sensor_12_change,sensor_14_rolling_mean,sensor_14_change,sensor_7_rolling_mean,sensor_7_change,sensor_15_rolling_mean,sensor_15_change,sensor_21_rolling_mean,sensor_21_change,sensor_2_rolling_mean,sensor_2_change,sensor_3_rolling_mean,sensor_3_change,sensor_20_rolling_mean,sensor_20_change,sensor_8_rolling_mean,sensor_8_change,sensor_13_rolling_mean,sensor_13_change
3,1,0.0008,0.0005,642.04,1584.2,1398.13,21.61,553.96,2388.06,9056.95,47.14,522.24,2388.0,8138.4,8.4207,391,38.96,23.3205,178,49.307479224376735,Healthy,47.14,0.0,9056.95,0.0,1398.13,0.0,522.24,0.0,8138.4,0.0,553.96,0.0,8.4207,0.0,23.3205,0.0,642.04,0.0,1584.2,0.0,38.96,0.0,2388.06,0.0,2388.0,0.0
3,2,-0.001,0.0,642.66,1587.04,1398.62,21.61,554.76,2388.05,9059.67,47.35,522.03,2388.01,8137.38,8.3949,390,39.07,23.4369,177,49.03047091412742,Healthy,47.245000000000005,0.2100000000000008,9058.31,2.719999999999345,1398.375,0.4899999999997817,522.135,-0.2100000000000363,8137.889999999999,-1.019999999999527,554.36,0.7999999999999545,8.4078,-0.0258000000000002,23.3787,0.1164000000000022,642.3499999999999,0.6200000000000045,1585.62,2.839999999999918,39.015,0.1099999999999994,2388.0550000000003,-0.0099999999997635,2388.005,0.0100000000002182
3,3,0.0013,-0.0002,642.07,1580.75,1401.1,21.61,554.51,2388.03,9050.43,46.94,522.16,2388.01,8137.2,8.382,393,39.03,23.3162,176,48.75346260387812,Healthy,47.14333333333334,-0.4100000000000037,9055.683333333334,-9.239999999999782,1399.2833333333335,2.480000000000018,522.1433333333333,0.1299999999999954,8137.66,-0.180000000000291,554.41,-0.25,8.3992,-0.0129000000000001,23.357866666666663,-0.1207000000000029,642.2566666666667,-0.5899999999999181,1583.996666666667,-6.289999999999964,39.02,-0.0399999999999991,2388.0466666666666,-0.0199999999999818,2388.0066666666667,0.0
3,4,0.0008,-0.0002,642.5,1580.12,1395.76,21.61,554.48,2388.07,9060.43,47.44,522.31,2388.07,8139.35,8.394,391,38.94,23.4901,175,48.476454293628805,Healthy,47.2175,0.5,9056.87,10.0,1398.4025,-5.339999999999918,522.185,0.1499999999999772,8138.0825,2.1500000000005457,554.4275,-0.0299999999999727,8.3979,0.0120000000000004,23.390925,0.1739000000000032,642.3175,0.42999999999995,1583.0275,-0.6300000000001091,39.0,-0.0900000000000034,2388.0525,0.0399999999999636,2388.0225,0.0599999999999454
3,5,0.002,0.0004,641.97,1581.48,1394.05,21.61,554.14,2388.01,9054.36,47.16,522.0,2388.03,8135.99,8.4233,391,38.9,23.419,174,48.19944598337951,Healthy,47.206,-0.2800000000000011,9056.368,-6.069999999999709,1397.532,-1.7100000000000364,522.1479999999999,-0.3099999999999454,8137.664,-3.360000000000582,554.37,-0.3400000000000318,8.40298,0.0292999999999992,23.39654,-0.0711000000000012,642.2479999999999,-0.5299999999999727,1582.718,1.360000000000127,38.98,-0.0399999999999991,2388.0440000000003,-0.0599999999999454,2388.0240000000003,-0.0399999999999636
3,6,-0.001,-0.0003,642.65,1581.26,1397.98,21.61,554.86,2388.08,9048.62,47.12,522.58,2388.08,8137.99,8.4126,392,39.04,23.4656,173,47.92243767313019,Healthy,47.202,-0.0399999999999991,9054.702,-5.739999999999782,1397.502,3.930000000000064,522.216,0.5800000000000409,8137.581999999999,2.0,554.55,0.7200000000000273,8.40136,-0.0106999999999999,23.42556,0.0465999999999979,642.37,0.67999999999995,1582.13,-0.2200000000000272,38.996,0.1400000000000005,2388.048,0.0699999999997089,2388.04,0.0499999999997271
3,7,-0.0018,-0.0003,642.62,1583.68,1405.76,21.61,554.29,2388.06,9051.91,47.26,522.08,2388.01,8141.85,8.4369,393,39.03,23.4051,172,47.64542936288089,Healthy,47.184,0.1400000000000005,9053.15,3.289999999999054,1398.9299999999998,7.779999999999973,522.226,-0.5,8138.476000000001,3.860000000000582,554.4559999999999,-0.57000000000005,8.409759999999999,0.0243000000000002,23.4192,-0.0604999999999975,642.3620000000001,-0.0299999999999727,1581.458,2.4200000000000728,38.988,-0.009999999999998,2388.05,-0.0199999999999818,2388.04,-0.0699999999997089
3,8,0.0017,-0.0005,642.23,1581.6,1401.86,21.61,554.11,2388.0,9059.59,47.13,521.87,2388.06,8141.47,8.4197,392,38.85,23.3564,171,47.368421052631575,Healthy,47.222,-0.1299999999999954,9054.982,7.680000000000291,1399.082,-3.900000000000091,522.168,-0.2100000000000363,8139.33,-0.3800000000001091,554.376,-0.1799999999999499,8.417300000000001,-0.0171999999999989,23.42724,-0.0487000000000001,642.394,-0.3899999999999863,1581.6280000000002,-2.0800000000001546,38.952,-0.1799999999999997,2388.0440000000003,-0.0599999999999454,2388.05,0.0499999999997271
3,9,0.0,0.0003,642.6,1581.04,1398.3,21.61,554.61,2387.99,9060.04,47.16,522.47,2388.09,8136.84,8.4151,392,39.02,23.3873,170,47.09141274238228,Healthy,47.166,0.029999999999994,9054.904,0.4500000000007276,1399.59,-3.559999999999945,522.2,0.6000000000000227,8138.827999999999,-4.630000000000109,554.402,0.5,8.42152,-0.0045999999999999,23.40668,0.030899999999999,642.414,0.3700000000000045,1581.812,-0.5599999999999454,38.968,0.1700000000000017,2388.028,-0.0100000000002182,2388.054,0.0300000000002
3,10,-0.0009,0.0003,642.72,1582.2,1400.07,21.61,554.28,2388.0,9053.42,47.22,522.4,2388.05,8130.42,8.4063,392,38.96,23.3129,169,46.81440443213297,Healthy,47.178,0.0600000000000022,9054.716,-6.6200000000008,1400.794,1.7699999999999818,522.28,-0.07000000000005,8137.714,-6.420000000000073,554.4300000000001,-0.3300000000000409,8.41812,-0.0088000000000008,23.38546,-0.0744000000000006,642.5640000000001,0.1200000000000045,1581.956,1.160000000000082,38.98,-0.0600000000000022,2388.026,0.0100000000002182,2388.058,-0.0399999999999636
3,11,-0.0009,0.0002,641.94,1591.43,1400.59,21.61,554.88,2388.03,9051.86,47.4,522.02,2388.01,8138.08,8.4237,391,38.8,23.4161,168,46.53739612188366,Healthy,47.234,0.1799999999999997,9055.364,-1.559999999999491,1401.316,0.5199999999999818,522.1679999999999,-0.3799999999999954,8137.732000000001,7.6599999999998545,554.434,0.6000000000000227,8.42034,0.0174000000000003,23.37556,0.103200000000001,642.422,-0.7799999999999727,1583.9900000000002,9.230000000000018,38.932,-0.1600000000000037,2388.016,0.0300000000002,2388.0440000000003,-0.0399999999999636
3,12,-0.0029,0.0003,642.61,1583.92,1404.93,21.61,553.45,2388.06,9049.23,47.17,522.07,2388.02,8141.09,8.3779,393,38.9,23.3028,167,46.26038781163435,Healthy,47.216,-0.2299999999999968,9054.828,-2.630000000001018,1401.15,4.3400000000001455,522.1659999999999,0.0500000000000682,8137.58,3.0100000000002183,554.266,-1.42999999999995,8.40854,-0.0457999999999998,23.3551,-0.1132999999999988,642.42,0.6699999999999591,1584.038,-7.509999999999991,38.906,0.1000000000000014,2388.016,0.0299999999997453,2388.046,0.0099999999997635
3,13,0.0002,0.0003,642.63,1583.25,1403.52,21.61,555.25,2388.03,9057.09,47.25,522.26,2388.06,8138.75,8.3743,390,39.16,23.3372,166,45.98337950138504,Healthy,47.24,0.0799999999999983,9054.328,7.860000000000582,1401.482,-1.410000000000082,522.244,0.1899999999999408,8137.036,-2.340000000000145,554.4939999999999,1.7999999999999543,8.399460000000001,-0.0036000000000004,23.35126,0.0343999999999979,642.5,0.0199999999999818,1584.368,-0.6700000000000728,38.968,0.259999999999998,2388.022,-0.0299999999997453,2388.0460000000003,0.0399999999999636
