engine_id,cycle,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,health_score,machine_status,sensor_11_rolling_mean,sensor_11_change,sensor_9_rolling_mean,sensor_9_change,sensor_4_rolling_mean,sensor_4_change,sensor_12_rolling_mean,sensor_12_change,sensor_14_rolling_mean,sensor_14_change,sensor_7_rolling_mean,sensor_7_change,sensor_15_rolling_mean,sensor_15_change,sensor_21_rolling_mean,sensor_21_change,sensor_2_rolling_mean,sensor_2_change,sensor_3_rolling_mean,sensor_3_change,sensor_20_rolling_mean,sensor_20_change,sensor_8_rolling_mean,sensor_8_change,sensor_13_rolling_mean,sensor_13_change
1,1,-0.0007,-0.0004,641.82,1589.7,1400.6,21.61,554.36,2388.06,9046.19,47.47,521.66,2388.02,8138.62,8.4195,392,39.06,23.419,191,52.90858725761773,Healthy,47.47,0.0,9046.19,0.0,1400.6,0.0,521.66,0.0,8138.62,0.0,554.36,0.0,8.4195,0.0,23.419,0.0,641.82,0.0,1589.7,0.0,39.06,0.0,2388.06,0.0,2388.02,0.0
1,2,0.0019,-0.0003,642.15,1591.82,1403.14,21.61,553.75,2388.04,9044.07,47.49,522.28,2388.07,8131.49,8.4318,392,39.0,23.4236,190,52.63157894736842,Healthy,47.48,0.0200000000000031,9045.13,-2.1200000000008004,1401.87,2.540000000000191,521.97,0.6200000000000045,8135.055,-7.130000000000109,554.0550000000001,-0.6100000000000136,8.425650000000001,0.0123000000000015,23.4213,0.0045999999999999,641.985,0.3299999999999272,1590.76,2.119999999999891,39.03,-0.0600000000000022,2388.05,-0.0199999999999818,2388.045,0.0500000000001819
1,3,-0.0043,0.0003,642.35,1587.99,1404.2,21.61,554.26,2388.08,9052.94,47.27,522.42,2388.03,8133.23,8.4178,390,38.95,23.3442,189,52.35457063711911,Healthy,47.41,-0.2199999999999988,9047.733333333334,8.8700000000008,1402.6466666666668,1.0599999999999454,522.12,0.1399999999999863,8134.446666666667,1.7399999999997815,554.1233333333333,0.5099999999999909,8.423033333333334,-0.0140000000000011,23.3956,-0.0793999999999996,642.1066666666667,0.2000000000000454,1589.8366666666668,-3.8299999999999272,39.00333333333334,-0.0499999999999971,2388.06,0.0399999999999636,2388.0400000000004,-0.0399999999999636
1,4,0.0007,0.0,642.35,1582.79,1401.87,21.61,554.45,2388.11,9049.48,47.13,522.86,2388.08,8133.83,8.3682,392,38.88,23.3739,188,52.07756232686981,Healthy,47.34,-0.1400000000000005,9048.17,-3.460000000000946,1402.4525,-2.3300000000001546,522.305,0.4400000000000545,8134.2925,0.6000000000003638,554.205,0.1900000000000545,8.409324999999999,-0.0495999999999998,23.390175,0.0296999999999982,642.1675,0.0,1588.075,-5.2000000000000455,38.9725,-0.0700000000000002,2388.0725,0.0300000000002,2388.05,0.0499999999997271
1,5,-0.0019,-0.0002,642.37,1582.85,1406.22,21.61,554.0,2388.06,9055.15,47.28,522.19,2388.04,8133.8,8.4294,393,38.9,23.4044,187,51.8005540166205,Healthy,47.328,0.1499999999999985,9049.566,5.670000000000073,1403.206,4.350000000000136,522.2819999999999,-0.6699999999999591,8134.194,-0.0299999999997453,554.164,-0.4500000000000455,8.41334,0.0611999999999994,23.39302,0.0304999999999999,642.208,0.0199999999999818,1587.03,0.0599999999999454,38.958000000000006,0.019999999999996,2388.07,-0.0500000000001819,2388.048,-0.0399999999999636
1,6,-0.0043,-0.0001,642.1,1584.47,1398.37,21.61,554.67,2388.02,9049.68,47.16,521.68,2388.03,8132.85,8.4108,391,38.98,23.3669,186,51.52354570637119,Healthy,47.266000000000005,-0.1200000000000045,9050.264,-5.469999999999345,1402.76,-7.850000000000136,522.2860000000001,-0.5100000000001046,8133.039999999999,-0.949999999999818,554.226,0.6699999999999591,8.4116,-0.0185999999999992,23.382600000000004,-0.0374999999999978,642.2639999999999,-0.2699999999999818,1585.984,1.6200000000001182,38.942,0.0799999999999983,2388.0620000000004,-0.0399999999999636,2388.05,-0.0099999999997635
1,7,0.001,0.0001,642.48,1592.32,1397.77,21.61,554.34,2388.02,9059.13,47.36,522.32,2388.03,8132.32,8.3974,392,39.1,23.3774,185,51.24653739612188,Healthy,47.24,0.2000000000000028,9053.276,9.449999999998909,1401.686,-0.599999999999909,522.294,0.6400000000001,8133.206,-0.5300000000006548,554.3439999999999,-0.3299999999999272,8.40472,-0.0134000000000007,23.37336,0.0105000000000003,642.3300000000002,0.3799999999999954,1586.084,7.849999999999909,38.962,0.1200000000000045,2388.058,0.0,2388.0420000000004,0.0
1,8,-0.0034,0.0003,642.56,1582.96,1400.97,21.61,553.85,2388.0,9040.8,47.24,522.47,2388.03,8131.07,8.4076,391,38.97,23.3106,184,50.96952908587258,Healthy,47.234,-0.1199999999999974,9050.848000000002,-18.329999999999927,1401.0399999999995,3.200000000000045,522.3040000000001,0.1499999999999772,8132.773999999999,-1.25,554.2620000000001,-0.4900000000000091,8.40268,0.010200000000001,23.36664,-0.0668000000000006,642.372,0.0799999999999272,1585.078,-9.3599999999999,38.966,-0.1300000000000025,2388.042,-0.0199999999999818,2388.042,0.0
1,9,0.0008,0.0001,642.12,1590.98,1394.8,21.61,553.69,2388.05,9046.46,47.29,521.79,2388.05,8125.69,8.3728,392,39.05,23.4066,183,50.69252077562327,Healthy,47.266,0.0499999999999971,9050.244,5.659999999999855,1399.626,-6.170000000000073,522.09,-0.6800000000000637,8131.146000000001,-5.380000000000109,554.11,-0.1599999999999681,8.4036,-0.0348000000000006,23.37318,0.096,642.326,-0.4399999999999409,1586.716,8.019999999999982,39.0,0.0799999999999983,2388.03,0.0500000000001819,2388.036,0.0199999999999818
1,10,-0.0033,0.0001,641.71,1591.24,1400.46,21.61,553.59,2388.05,9051.7,47.03,521.79,2388.06,8129.38,8.4286,393,38.95,23.4694,182,50.41551246537396,Healthy,47.216,-0.259999999999998,9049.554,5.240000000001601,1398.474,5.660000000000082,522.01,0.0,8130.262,3.690000000000509,554.028,-0.1000000000000227,8.40344,0.0557999999999996,23.38618,0.0627999999999993,642.1940000000001,-0.4099999999999681,1588.394,0.2599999999999909,39.010000000000005,-0.0999999999999943,2388.028,0.0,2388.04,0.0099999999997635
