engine_id,cycle,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,health_score,machine_status,sensor_11_rolling_mean,sensor_11_change,sensor_9_rolling_mean,sensor_9_change,sensor_4_rolling_mean,sensor_4_change,sensor_12_rolling_mean,sensor_12_change,sensor_14_rolling_mean,sensor_14_change,sensor_7_rolling_mean,sensor_7_change,sensor_15_rolling_mean,sensor_15_change,sensor_21_rolling_mean,sensor_21_change,sensor_2_rolling_mean,sensor_2_change,sensor_3_rolling_mean,sensor_3_change,sensor_20_rolling_mean,sensor_20_change,sensor_8_rolling_mean,sensor_8_change,sensor_13_rolling_mean,sensor_13_change
2,1,-0.0018,0.0006,641.89,1583.84,1391.28,21.6,554.53,2388.01,9054.72,46.93,522.33,2388.06,8137.72,8.3905,391,38.94,23.4585,286,79.22437673130193,Healthy,46.93,0.0,9054.72,0.0,1391.28,0.0,522.33,0.0,8137.72,0.0,554.53,0.0,8.3905,0.0,23.4585,0.0,641.89,0.0,1583.84,0.0,38.94,0.0,2388.01,0.0,2388.06,0.0
2,2,0.0043,-0.0003,641.82,1587.05,1393.13,21.61,554.77,2387.98,9051.31,47.24,522.7,2387.98,8131.09,8.4167,392,39.06,23.4085,285,78.94736842105263,Healthy,47.085,0.3100000000000023,9053.015,-3.4099999999998545,1392.205,1.8500000000001364,522.5150000000001,0.3700000000000045,8134.405000000001,-6.630000000000109,554.65,0.2400000000000091,8.4036,0.0262000000000011,23.4335,-0.0500000000000007,641.855,-0.0699999999999363,1585.445,3.2100000000000364,39.0,0.1200000000000045,2387.995,-0.0300000000002,2388.02,-0.0799999999999272
2,3,0.0018,0.0003,641.55,1588.32,1398.96,21.6,555.14,2388.04,9054.24,47.22,522.58,2387.99,8140.58,8.3802,391,39.11,23.425,284,78.67036011080333,Healthy,47.13,-0.0200000000000031,9053.423333333332,2.930000000000291,1394.4566666666667,5.829999999999927,522.5366666666667,-0.1200000000000045,8136.463333333333,9.489999999999782,554.8133333333334,0.3700000000000045,8.3958,-0.0365000000000002,23.430666666666667,0.0165000000000006,641.7533333333333,-0.2700000000000955,1586.4033333333334,1.2699999999999818,39.03666666666667,0.0499999999999971,2388.01,0.0599999999999454,2388.01,0.0099999999997635
2,4,0.0035,-0.0004,641.68,1584.15,1396.08,21.61,554.25,2387.98,9058.01,47.1,522.49,2387.93,8140.44,8.4018,391,39.13,23.5027,283,78.39335180055402,Healthy,47.1225,-0.1199999999999974,9054.57,3.770000000000437,1394.8625,-2.880000000000109,522.5250000000001,-0.0900000000000318,8137.4575,-0.1400000000003274,554.6725,-0.8899999999999864,8.3973,0.0215999999999993,23.448675,0.0777000000000001,641.735,0.1299999999999954,1585.84,-4.169999999999845,39.06,0.0200000000000031,2388.0025,-0.0599999999999454,2387.99,-0.0599999999999454
2,5,0.0005,0.0004,641.73,1579.03,1402.52,21.6,555.12,2388.03,9058.15,47.25,522.27,2387.94,8136.67,8.3867,390,39.18,23.4234,282,78.1163434903047,Healthy,47.148,0.1499999999999985,9055.286,0.1399999999994179,1396.394,6.440000000000055,522.4739999999999,-0.2200000000000272,8137.3,-3.769999999999527,554.762,0.8700000000000045,8.39518,-0.0151000000000003,23.443620000000003,-0.0792999999999999,641.734,0.0500000000000682,1584.4779999999998,-5.120000000000118,39.084,0.0499999999999971,2388.0080000000003,0.0500000000001819,2387.98,0.0100000000002182
2,6,-0.001,0.0004,641.3,1577.5,1396.76,21.61,554.98,2388.04,9054.07,47.05,522.8,2387.99,8133.65,8.38,392,39.15,23.427,281,77.8393351800554,Healthy,47.172,-0.2000000000000028,9055.156,-4.079999999999927,1397.4900000000002,-5.759999999999991,522.568,0.5299999999999727,8136.486,-3.020000000000437,554.852,-0.1399999999999863,8.39308,-0.0066999999999985,23.43732,0.0035999999999987,641.616,-0.4300000000000636,1583.2099999999998,-1.5299999999999727,39.126,-0.0300000000000011,2388.014,0.0099999999997635,2387.966,0.0499999999997271
2,7,0.0001,-0.0002,642.03,1587.49,1400.65,21.61,554.84,2388.05,9052.67,47.1,522.14,2388.04,8136.33,8.3941,391,39.1,23.4718,280,77.5623268698061,Healthy,47.144000000000005,0.0500000000000042,9055.428,-1.3999999999996362,1398.994,3.8900000000001,522.4559999999999,-0.6599999999999682,8137.534,2.680000000000291,554.866,-0.1399999999999863,8.38856,0.0140999999999991,23.44998,0.0448000000000021,641.658,0.7300000000000182,1583.2980000000002,9.990000000000007,39.134,-0.0499999999999971,2388.028,0.0100000000002182,2387.978,0.0500000000001819
2,8,0.0015,-0.0004,642.55,1590.41,1395.39,21.61,554.65,2388.01,9055.82,47.2,522.77,2387.96,8137.92,8.3861,391,39.11,23.4381,279,77.28531855955679,Healthy,47.14,0.1000000000000014,9055.744,3.149999999999636,1398.2800000000002,-5.259999999999991,522.4939999999999,0.6299999999999955,8137.002,1.5900000000001455,554.768,-0.1900000000000545,8.38974,-0.0079999999999991,23.4526,-0.0337000000000031,641.858,0.5199999999999818,1583.716,2.9200000000000728,39.134,0.009999999999998,2388.022,-0.0399999999999636,2387.972,-0.0799999999999272
2,9,0.0017,-0.0004,641.98,1581.99,1395.01,21.6,554.69,2388.02,9051.67,47.14,522.4,2387.98,8145.29,8.3868,390,39.06,23.4875,278,77.00831024930747,Healthy,47.148,-0.0600000000000022,9054.476,-4.149999999999636,1398.066,-0.3800000000001091,522.4759999999999,-0.3700000000000045,8137.972,7.369999999999891,554.856,0.0400000000000773,8.38674,0.0006999999999983,23.44956,0.0494000000000021,641.9179999999999,-0.5699999999999363,1583.284,-8.420000000000073,39.12,-0.0499999999999971,2388.03,0.0099999999997635,2387.982,0.0199999999999818
2,10,-0.0045,0.0002,641.99,1586.37,1394.86,21.6,554.63,2387.99,9058.88,47.21,521.99,2387.97,8138.64,8.3982,391,39.2,23.6005,277,76.73130193905817,Healthy,47.14,0.0700000000000002,9054.622,7.209999999999127,1396.534,-0.1500000000000909,522.4199999999998,-0.4099999999999681,8138.366,-6.649999999999636,554.758,-0.0600000000000591,8.38904,0.0114,23.48498,0.1129999999999995,641.97,0.0099999999999909,1584.752,4.379999999999882,39.124,0.1400000000000005,2388.022,-0.0300000000002,2387.988,-0.0100000000002182
2,11,0.0006,0.0004,642.26,1589.21,1401.29,21.61,554.7,2388.01,9053.21,47.21,522.2,2388.03,8135.85,8.4188,392,39.23,23.3888,276,76.45429362880887,Healthy,47.172,0.0,9054.45,-5.670000000000073,1397.44,6.430000000000064,522.3,0.2100000000000363,8138.806,-2.789999999999964,554.702,0.07000000000005,8.3968,0.0205999999999999,23.47734,-0.2117000000000004,642.162,0.2699999999999818,1587.094,2.840000000000145,39.14,0.029999999999994,2388.0160000000005,0.0200000000004365,2387.996,0.0600000000004001
2,12,0.0002,0.0006,641.64,1579.99,1401.9,21.61,554.57,2387.98,9047.89,47.13,521.94,2387.97,8136.49,8.3925,392,39.12,23.4201,275,76.17728531855957,Healthy,47.178,-0.0799999999999983,9053.494,-5.319999999999709,1397.69,0.6100000000001273,522.26,-0.2599999999999909,8138.838000000001,0.6399999999994179,554.6479999999999,-0.1299999999999954,8.39648,-0.0262999999999991,23.467,0.0313000000000016,642.0840000000001,-0.6200000000000045,1585.5939999999998,-9.220000000000027,39.144000000000005,-0.1099999999999994,2388.002,-0.0300000000002,2387.982,-0.0600000000004001
2,13,0.0007,0.0005,641.78,1586.77,1401.53,21.61,554.69,2387.94,9053.63,47.03,522.33,2387.99,8140.61,8.3742,391,38.88,23.4317,274,75.90027700831024,Healthy,47.144,-0.1000000000000014,9053.056,5.739999999999782,1398.918,-0.3700000000001182,522.172,0.3899999999999863,8139.376000000001,4.119999999999891,554.6560000000002,0.1200000000000045,8.3941,-0.0182999999999999,23.46572,0.0115999999999978,641.9300000000001,0.1399999999999863,1584.866,6.779999999999973,39.098,-0.2399999999999948,2387.988,-0.0399999999999636,2387.988,0.0199999999999818
